log-22,2024-03-10 07:15:00,high,edr,WS-FIN-01,fin.analyst,192.168.10.30,198.51.100.200,malware_dropper_download,EDR detected PowerShell downloading executable 'upd321.tmp' from 198.51.100.200 to C:\Users\fin.analyst\AppData\Local\Temp\upd321.tmp.,80,443,
log-23,2024-03-10 07:10:00,medium,edr,WS-FIN-01,fin.analyst,192.168.10.30,198.51.100.200,malware_dropper_download,EDR detected PowerShell downloading executable 'upd321.tmp' from 198.51.100.200 to C:\Users\fin.analyst\AppData\Local\Temp\upd321.tmp.,80,443,
log-24,2024-03-10 07:05:00,medium,edr,WS-FIN-01,fin.analyst,192.168.10.30,198.51.100.45,malware_dropper_download,EDR detected PowerShell downloading executable 'upd321.tmp' from 198.51.100.45 to C:\Users\fin.analyst\AppData\Local\Temp\upd321.tmp.,80,443,
log-25,2024-03-10 07:00:00,high,edr,WS-FIN-01,fin.analyst,192.168.10.30,198.51.100.45,malware_dropper_download,EDR detected PowerShell downloading executable 'upd321.tmp' from 198.51.100.45 to C:\Users\fin.analyst\AppData\Local\Temp\upd321.tmp.,80,443,
log-26,2024-03-10 06:55:00,medium,edr,WS-FIN-01,fin.analyst,192.168.10.30,198.51.100.45,malware_dropper_download,EDR detected PowerShell downloading executable 'upd321.tmp' from 198.51.100.45 to C:\Users\fin.analyst\AppData\Local\Temp\upd321.tmp.,80,443,
log-27,2024-03-10 06:50:00,high,edr,WS-FIN-01,fin.analyst,192.168.10.30,203.0.113.50,malware_dropper_download,EDR detected PowerShell downloading executable 'upd321.tmp' from 203.0.113.50 to C:\Users\fin.analyst\AppData\Local\Temp\upd321.tmp.,80,443,
log-28,2024-03-10 06:45:00,high,edr,WS-FIN-01,fin.analyst,192.168.10.30,203.0.113.77,malware_dropper_download,EDR detected PowerShell downloading executable 'upd321.tmp' from 203.0.113.77 to C:\Users\fin.analyst\AppData\Local\Temp\upd321.tmp.,80,443,
log-29,2024-03-10 06:40:00,high,edr,WS-FIN-01,fin.analyst,192.168.10.30,198.51.100.45,malware_dropper_download,EDR detected PowerShell downloading executable 'upd321.tmp' from 198.51.100.45 to C:\Users\fin.analyst\AppData\Local\Temp\upd321.tmp.,80,443,
log-30,2024-03-10 06:35:00,high,edr,WS-FIN-01,fin.analyst,192.168.10.30,198.51.100.200,malware_dropper_download,EDR detected PowerShell downloading executable 'upd321.tmp' from 198.51.100.200 to C:\Users\fin.analyst\AppData\Local\Temp\upd321.tmp.,80,443,
log-31,2024-03-10 06:30:00,critical,edr,DC-01,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-32,2024-03-10 06:25:00,high,ids,WS-ENG-01,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-33,2024-03-10 06:20:00,high,ids,WS-FIN-01,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-34,2024-03-10 06:15:00,critical,windows,FS-FILES-01,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-35,2024-03-10 06:10:00,high,ids,WS-FIN-01,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-36,2024-03-10 06:05:00,critical,ids,WS-FIN-02,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-37,2024-03-10 06:00:00,critical,ids,WS-FIN-01,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-38,2024-03-10 05:55:00,high,ids,DC-01,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-39,2024-03-10 05:50:00,high,windows,DC-01,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-40,2024-03-10 05:45:00,high,windows,WS-ENG-01,fin.analyst,192.168.10.30,192.168.10.30,token_impersonation,Suspicious privilege escalation on WS-FIN-01: powershell.exe attempted to steal/access token for user it.admin using Mimikatz-like behavior.,,,
log-41,2024-03-10 05:40:00,critical,edr,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-42,2024-03-10 05:35:00,high,edr,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-43,2024-03-10 05:30:00,critical,windows,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-44,2024-03-10 05:25:00,high,edr,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-45,2024-03-10 05:20:00,high,windows,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-46,2024-03-10 05:15:00,high,ids,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-47,2024-03-10 05:10:00,critical,edr,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-48,2024-03-10 05:05:00,high,ids,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-49,2024-03-10 05:00:00,high,ids,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-50,2024-03-10 04:55:00,high,ids,WS-FIN-01,it.admin,192.168.10.30,192.168.10.30,lsass_memory_dump,EDR alert: unauthorized read access to lsass.exe memory on WS-FIN-01; potential credential dumping activity.,,,
log-51,2024-03-10 04:50:00,high,edr,WS-FIN-01,fin.analyst,192.168.10.30,198.51.100.45,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 198.51.100.45 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-52,2024-03-10 04:45:00,high,edr,WS-FIN-01,fin.analyst,192.168.10.30,203.0.113.77,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 203.0.113.77 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-53,2024-03-10 04:40:00,medium,ids,WS-FIN-01,it.admin,192.168.10.30,198.51.100.45,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 198.51.100.45 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-54,2024-03-10 04:35:00,high,ids,WS-FIN-01,svc_backup,192.168.10.30,198.51.100.200,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 198.51.100.200 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-55,2024-03-10 04:30:00,medium,edr,WS-FIN-01,it.admin,192.168.10.30,203.0.113.50,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 203.0.113.50 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-56,2024-03-10 04:25:00,high,windows,WS-FIN-01,svc_backup,192.168.10.30,203.0.113.50,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 203.0.113.50 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-57,2024-03-10 04:20:00,high,edr,WS-FIN-01,eng.user,192.168.10.30,198.51.100.45,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 198.51.100.45 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-58,2024-03-10 04:15:00,high,windows,WS-FIN-01,eng.user,192.168.10.30,203.0.113.77,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 203.0.113.77 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-59,2024-03-10 04:10:00,high,ids,WS-FIN-01,eng.user,192.168.10.30,198.51.100.200,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 198.51.100.200 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-60,2024-03-10 04:05:00,medium,windows,WS-FIN-01,it.admin,192.168.10.30,198.51.100.200,c2_beacon,Detected periodic outbound connections from WS-FIN-01 to 198.51.100.200 using uncommon JA3 TLS fingerprint; possible C2 beaconing.,443,,
log-61,2024-03-10 04:00:00,critical,ids,WS-FIN-01,fin.analyst,192.168.10.30,192.168.10.32,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-62,2024-03-10 03:55:00,medium,windows,WS-FIN-01,svc_backup,192.168.10.30,192.168.10.30,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-63,2024-03-10 03:50:00,critical,windows,WS-FIN-01,hr.user,192.168.10.30,192.168.10.33,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-64,2024-03-10 03:45:00,high,edr,WS-FIN-01,eng.user,192.168.10.30,192.168.10.32,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-65,2024-03-10 03:40:00,critical,edr,WS-FIN-01,fin.analyst,192.168.10.30,192.168.10.33,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-66,2024-03-10 03:35:00,critical,edr,WS-FIN-01,hr.user,192.168.10.30,192.168.10.21,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-67,2024-03-10 03:30:00,low,edr,WS-FIN-01,hr.user,192.168.10.30,192.168.10.20,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-68,2024-03-10 03:25:00,high,ids,WS-FIN-01,fin.analyst,192.168.10.30,192.168.10.33,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-69,2024-03-10 03:20:00,critical,ids,WS-FIN-01,svc_backup,192.168.10.30,192.168.10.30,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-70,2024-03-10 03:15:00,low,ids,WS-FIN-01,it.admin,192.168.10.30,192.168.10.20,discovery_scan,Host discovery using PowerShell on WS-FIN-01: scanning internal range 192.168.10.0/24 for accessible SMB and RDP services.,445,3389,
log-71,2024-03-10 03:10:00,high,windows,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-72,2024-03-10 03:05:00,high,firewall,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-73,2024-03-10 03:00:00,high,windows,DC-01,domain.admin,192.168.10.30,192.168.10.10,pass_the_hash,Multiple successful network logons for domain.admin to DC-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-74,2024-03-10 02:55:00,medium,ids,DC-01,domain.admin,192.168.10.30,192.168.10.10,pass_the_hash,Multiple successful network logons for domain.admin to DC-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-75,2024-03-10 02:50:00,high,ids,DC-01,domain.admin,192.168.10.30,192.168.10.10,pass_the_hash,Multiple successful network logons for domain.admin to DC-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-76,2024-03-10 02:45:00,medium,firewall,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-77,2024-03-10 02:40:00,high,windows,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-78,2024-03-10 02:35:00,high,edr,DC-01,domain.admin,192.168.10.30,192.168.10.10,pass_the_hash,Multiple successful network logons for domain.admin to DC-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-79,2024-03-10 02:30:00,medium,firewall,DC-01,domain.admin,192.168.10.30,192.168.10.10,pass_the_hash,Multiple successful network logons for domain.admin to DC-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-80,2024-03-10 02:25:00,medium,windows,DC-01,domain.admin,192.168.10.30,192.168.10.10,pass_the_hash,Multiple successful network logons for domain.admin to DC-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-81,2024-03-10 02:20:00,medium,edr,DC-01,domain.admin,192.168.10.30,192.168.10.10,pass_the_hash,Multiple successful network logons for domain.admin to DC-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-82,2024-03-10 02:15:00,high,windows,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-83,2024-03-10 02:10:00,medium,edr,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-84,2024-03-10 02:05:00,high,edr,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-85,2024-03-10 02:00:00,high,firewall,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-86,2024-03-10 01:55:00,medium,edr,DC-01,domain.admin,192.168.10.30,192.168.10.10,pass_the_hash,Multiple successful network logons for domain.admin to DC-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-87,2024-03-10 01:50:00,high,firewall,DC-01,domain.admin,192.168.10.30,192.168.10.10,pass_the_hash,Multiple successful network logons for domain.admin to DC-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-88,2024-03-10 01:45:00,medium,firewall,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-89,2024-03-10 01:40:00,high,windows,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-90,2024-03-10 01:35:00,medium,windows,FS-FILES-01,domain.admin,192.168.10.30,192.168.10.20,pass_the_hash,Multiple successful network logons for domain.admin to FS-FILES-01 from WS-FIN-01 using NTLM authentication outside of normal working hours.,445,3389,
log-91,2024-03-10 01:30:00,critical,edr,FS-FILES-01,fin.analyst,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-92,2024-03-10 01:25:00,high,edr,FS-FILES-01,fin.analyst,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-93,2024-03-10 01:20:00,high,edr,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-94,2024-03-10 01:15:00,critical,edr,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-95,2024-03-10 01:10:00,high,edr,FS-FILES-01,fin.analyst,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-96,2024-03-10 01:05:00,critical,edr,FS-FILES-01,fin.analyst,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-97,2024-03-10 01:00:00,critical,edr,FS-FILES-01,fin.analyst,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-98,2024-03-10 00:55:00,high,edr,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-99,2024-03-10 00:50:00,high,edr,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-100,2024-03-10 00:45:00,high,edr,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-101,2024-03-10 00:40:00,high,edr,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-102,2024-03-10 00:35:00,critical,edr,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-103,2024-03-10 00:30:00,critical,edr,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-104,2024-03-10 00:25:00,high,edr,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-105,2024-03-10 00:20:00,critical,edr,FS-FILES-01,fin.analyst,192.168.10.20,192.168.10.20,suspicious_file_activity,EDR detected high-volume file rename and write operations on FS-FILES-01 in share \\FS-FILES-01\FIN with extensions '.locked' and '.encrypt'.,,,
log-106,2024-03-10 00:15:00,high,windows,FS-FILES-01,it.admin,192.168.10.20,192.168.10.20,backup_tampering,vssadmin.exe Delete Shadows executed on FS-FILES-01 by user it.admin; all volume shadow copies removed.,,,
log-107,2024-03-10 00:10:00,critical,windows,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,backup_tampering,vssadmin.exe Delete Shadows executed on FS-FILES-01 by user domain.admin; all volume shadow copies removed.,,,
log-108,2024-03-10 00:05:00,critical,windows,DC-01,soc.analyst,192.168.10.10,192.168.10.10,backup_tampering,vssadmin.exe Delete Shadows executed on DC-01 by user soc.analyst; all volume shadow copies removed.,,,
log-109,2024-03-10 00:00:00,high,windows,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,backup_tampering,vssadmin.exe Delete Shadows executed on FS-FILES-01 by user domain.admin; all volume shadow copies removed.,,,
log-110,2024-03-09 23:55:00,high,windows,DC-01,soc.analyst,192.168.10.10,192.168.10.10,backup_tampering,vssadmin.exe Delete Shadows executed on DC-01 by user soc.analyst; all volume shadow copies removed.,,,
log-111,2024-03-09 23:50:00,high,windows,DC-01,soc.analyst,192.168.10.10,192.168.10.10,backup_tampering,vssadmin.exe Delete Shadows executed on DC-01 by user soc.analyst; all volume shadow copies removed.,,,
log-112,2024-03-09 23:45:00,high,windows,FS-FILES-01,it.admin,192.168.10.20,192.168.10.20,backup_tampering,vssadmin.exe Delete Shadows executed on FS-FILES-01 by user it.admin; all volume shadow copies removed.,,,
log-113,2024-03-09 23:40:00,high,windows,FS-FILES-01,domain.admin,192.168.10.20,192.168.10.20,backup_tampering,vssadmin.exe Delete Shadows executed on FS-FILES-01 by user domain.admin; all volume shadow copies removed.,,,
log-114,2024-03-09 23:35:00,critical,windows,FS-FILES-01,soc.analyst,192.168.10.20,192.168.10.20,backup_tampering,vssadmin.exe Delete Shadows executed on FS-FILES-01 by user soc.analyst; all volume shadow copies removed.,,,
log-115,2024-03-09 23:30:00,high,windows,FS-FILES-01,it.admin,192.168.10.20,192.168.10.20,backup_tampering,vssadmin.exe Delete Shadows executed on FS-FILES-01 by user it.admin; all volume shadow copies removed.,,,
